Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
04-04-2019,148.3,150.3,145.65,147.6,147.93,433230,2095,64085907,31771,7.33,4.65,-0.7
05-04-2019,148.95,149.15,146.4,146.85,147.48,217224,1358,32036883,39564,18.21,2.75,-2.1
08-04-2019,147,148.6,141.1,141.95,144.48,416780,1980,60218289,102973,24.71,7.5,-5.05
09-04-2019,142.7,147,137.5,146.25,142.45,616801,3747,87864597,85818,13.91,9.5,3.55
10-04-2019,146,147.3,141.8,142.6,144.16,431405,2142,62191258,60765,14.09,5.5,-3.4
11-04-2019,142.8,143.05,138.95,141.15,141.11,355649,1767,50187047,83206,23.4,4.1,-1.65
12-04-2019,140.95,144.45,139.25,141.2,141.47,558914,3059,79068688,82298,14.72,5.2,0.25
15-04-2019,141.4,144.95,140.55,142.8,142.77,425476,2226,60746606,59803,14.06,4.4,1.4
16-04-2019,142,145.35,142,143.4,143.88,282547,1589,40651606,44415,15.72,3.35,1.4
18-04-2019,143,144.35,137.85,138.5,139.88,415961,2255,58185154,119053,28.62,6.5,-4.5
22-04-2019,138.5,138.7,134.25,135,136.58,409895,1901,55982877,77053,18.8,4.45,-3.5
23-04-2019,135.4,136.35,131.6,132.4,133.81,372436,2064,49834063,72970,19.59,4.75,-3
24-04-2019,133,136.9,132.15,135.9,134.47,387305,1997,52080924,37723,9.74,4.75,2.9
25-04-2019,135.85,137,134,134.7,135.52,234152,1262,31732764,39645,16.93,3,-1.15
26-04-2019,135,135.45,130.3,131.15,131.91,405044,2431,53428621,103078,25.45,5.15,-3.85
30-04-2019,133.8,133.8,125.1,126.9,127.33,425061,1957,54123624,75410,17.74,8.7,-6.9
02-05-2019,126,129.95,125,126.65,127.22,332970,1698,42359104,40508,12.17,4.95,0.65
03-05-2019,124,128.95,123.05,128.25,126.65,486577,2239,61625268,59991,12.33,5.9,4.25
06-05-2019,126.5,127.5,124.4,125.45,126.17,251381,1161,31716173,54062,21.51,3.1,-1.05
07-05-2019,125.5,127.1,120.3,122.35,124.56,297371,1473,37040726,43433,14.61,6.8,-3.15
08-05-2019,122,123.65,120.2,120.75,121.82,250481,1205,30512687,35472,14.16,3.45,-1.25
09-05-2019,121.8,122.05,119.05,119.4,120.35,372376,1564,44815095,74640,20.04,3,-2.4
10-05-2019,121,122.35,119.4,119.9,120.86,297540,1326,35959459,30957,10.4,2.95,-1.1
13-05-2019,120.4,120.7,116.5,117.75,119.05,217521,1017,25896188,28462,13.08,4.2,-2.65
14-05-2019,115.25,124.55,115.05,122.9,120.37,963114,3334,115933634,59802,6.21,9.5,7.65
15-05-2019,123.6,124.85,116,117.25,119.12,456393,2175,54363997,86746,19.01,8.85,-6.35
16-05-2019,117.8,119.4,113,118.35,116.61,758058,3007,88400605,77918,10.28,6.4,0.55
17-05-2019,119,120.45,116.1,118.95,118.46,632263,2748,74900980,61924,9.79,4.35,-0.05
20-05-2019,130.8,154.5,128.5,151.55,142.44,4139931,20244,589710951,401926,9.71,26,20.75
21-05-2019,154.2,158.9,148.6,154.7,153.8,3615671,19618,556101803,188545,5.21,10.3,0.5
22-05-2019,155.5,159,153,157.95,156.39,1692381,8037,264665874,213867,12.64,6,2.45
23-05-2019,169,180.7,158.05,161.3,170.14,7141758,34370,1215105365,581615,8.14,22.65,-7.7
24-05-2019,162.65,163.7,152,156.2,155.67,2187891,11477,340597738,147111,6.72,11.7,-6.45
27-05-2019,159.75,160.45,155.25,157.05,157.69,1081344,5258,170511977,105708,9.78,5.2,-2.7
28-05-2019,157.5,160.35,156.2,157.55,157.87,716267,3497,113075112,105153,14.68,4.15,0.05
29-05-2019,157.9,158.3,151.95,155.3,154.97,1413355,7705,219023958,128103,9.06,6.35,-2.6
30-05-2019,158,159.35,155.3,157.85,157.1,714522,4006,112249489,94989,13.29,4.05,-0.15
31-05-2019,158.9,159.25,149.35,154.6,154.03,967651,4428,149047420,102835,10.63,9.9,-4.3
03-06-2019,156.9,161.8,151.55,158.95,157.39,920881,4749,144933057,126401,13.73,10.25,2.05
04-06-2019,158.9,159.35,154.65,157.65,156.93,646597,3472,101467902,63095,9.76,4.7,-1.25
06-06-2019,157.5,157.5,151.1,152.85,153.72,454308,2235,69837125,72502,15.96,6.4,-4.65
07-06-2019,155,155,146.7,151.15,149.99,764186,3704,114619357,65808,8.61,8.3,-3.85
10-06-2019,152.8,155.5,147.4,149.75,150.65,532941,2905,80286840,53975,10.13,8.1,-3.05
11-06-2019,150,154.1,148.6,153.5,151.67,393329,1990,59657258,64694,16.45,5.5,3.5
12-06-2019,154,159.25,150.7,153.1,155.03,856859,4314,132838982,87685,10.23,8.55,-0.9
13-06-2019,155.9,158.05,149,153.05,153.14,741357,3960,113534673,102030,13.76,9.05,-2.85
14-06-2019,156.45,156.45,151.2,152.15,153.53,600236,3329,92151428,104799,17.46,5.25,-4.3
17-06-2019,152.9,154,146.8,147.75,149.25,481401,2489,71849065,111905,23.25,7.2,-5.15
18-06-2019,147.8,148.8,144.1,147.85,146.61,580014,3437,85037225,52641,9.08,4.7,0.05
19-06-2019,149,149.7,140.7,142.85,144.57,623394,2896,90127119,79893,12.82,9,-6.15
20-06-2019,143.8,149.5,140.45,148.7,145.72,624592,2897,91013543,99488,15.93,9.05,4.9
21-06-2019,145.15,152.05,145.15,146.9,148.3,385210,1794,57126169,60505,15.71,6.9,1.75
24-06-2019,143.5,148.75,143.5,147.55,146.99,289370,1516,42533160,45029,15.56,5.25,4.05
25-06-2019,146.5,151.8,144.95,150.85,148.48,456571,2487,67793912,91107,19.95,6.85,4.35
26-06-2019,148,155.1,148,153.5,151.73,490215,3012,74380347,99167,20.23,7.1,5.5
27-06-2019,152.75,155,151.55,152.9,153.51,303516,1735,46592539,28673,9.45,3.45,0.15
28-06-2019,152.95,156.25,149.8,150.45,153.48,530643,2587,81444768,78315,14.76,6.45,-2.5
01-07-2019,150.5,155.4,148.05,154.15,152.53,551880,3103,84175928,74923,13.58,7.35,3.65
02-07-2019,154.5,158.15,151.6,154.65,154.67,966710,6015,149524835,138019,14.28,6.55,0.15
03-07-2019,156,157.5,154.3,155.5,155.76,418783,2562,65227945,54773,13.08,3.2,-0.5
04-07-2019,160.8,161.75,154.2,155.95,158.21,1331369,7525,210630334,207791,15.61,7.55,-4.85
05-07-2019,156.7,156.75,145.85,147.55,151.03,772546,3829,116673926,137431,17.79,10.9,-9.15
08-07-2019,144.4,146.2,137.9,139.1,141.6,572005,2956,80993976,98379,17.2,8.3,-5.3
09-07-2019,138.9,143.15,135.9,141.05,140.02,857973,4240,120134546,92952,10.83,7.25,2.15
10-07-2019,141.9,142.5,137.4,139.4,139.53,514216,2706,71746872,52036,10.12,5.1,-2.5
11-07-2019,140.9,141.75,137.6,141,139.9,581396,3093,81337704,91319,15.71,4.15,0.1
12-07-2019,141.2,143.35,137.95,140.3,140.53,672806,3559,94552757,79254,11.78,5.4,-0.9
15-07-2019,140.9,141.5,136.2,137.95,138.22,558880,2600,77246407,73839,13.21,5.3,-2.95
16-07-2019,137.55,140.8,136.7,140.15,138.93,704432,2779,97869750,79172,11.24,4.1,2.6
17-07-2019,140,141,137.05,138,138.74,449285,2216,62331936,68071,15.15,3.95,-2
18-07-2019,137.45,137.9,133.4,134.15,135.47,495226,2154,67088945,88671,17.91,4.5,-3.3
19-07-2019,134.95,135.3,130.25,131.2,132.05,565055,2446,74617044,66351,11.74,5.05,-3.75
22-07-2019,131.65,134.25,129,131.5,131.68,543885,2200,71618290,54983,10.11,5.25,-0.15
23-07-2019,132,135.9,130.75,133.95,133.7,467629,2426,62520290,69691,14.9,5.15,1.95
24-07-2019,133.9,133.9,127.9,129.95,129.93,657563,2752,85435080,67805,10.31,6,-3.95
25-07-2019,132.9,132.9,127.7,129.3,129.44,390520,1768,50548587,37535,9.61,5.2,-3.6
26-07-2019,129.55,134.15,128.55,131.75,131.73,418152,1837,55084882,52385,12.53,5.6,2.2
29-07-2019,132.5,132.5,127.1,129.3,128.97,583701,2126,75282697,37398,6.41,5.4,-3.2
30-07-2019,128.7,130.9,123.85,125.35,126.85,423380,1771,53704475,68150,16.1,7.05,-3.35
31-07-2019,125.2,129.2,124.2,128.75,127.39,350881,1665,44698344,48975,13.96,5,3.55
01-08-2019,127.9,129.05,123,125.35,125.73,435339,2134,54733777,40158,9.22,6.05,-2.55
02-08-2019,124.4,129.8,123.4,128.1,126.69,513287,2244,65030383,44984,8.76,6.4,3.7
05-08-2019,127.5,127.5,121.3,124.7,123.95,504583,1955,62545435,32263,6.39,6.2,-2.8
06-08-2019,124.5,129.4,124.5,128.1,127.11,335330,1476,42622195,45549,13.58,4.9,3.6
07-08-2019,128.5,130.2,124.65,125.7,126.91,240070,1327,30468006,39500,16.45,5.55,-2.8
08-08-2019,127,132.95,124.1,130.7,128.8,752900,4689,96973909,58933,7.83,8.85,3.7
09-08-2019,134.25,135.6,130.25,132.45,132.75,597711,3529,79344966,66767,11.17,5.35,-1.8
13-08-2019,133.8,134,128.7,130.25,131.47,404604,2007,53192517,39908,9.86,5.3,-3.55
14-08-2019,131.95,132.35,127.3,130.65,130.35,281941,1675,36749720,26751,9.49,5.05,-1.3
16-08-2019,129.5,134,128.3,132.75,131.8,195365,1413,25748573,36101,18.48,5.7,3.25
19-08-2019,133,136.8,132.35,135.55,134.52,266932,1668,35906541,48213,18.06,4.45,2.55
20-08-2019,135.7,136.75,132.2,135.5,134.43,408251,2001,54879661,32889,8.06,4.55,-0.2
21-08-2019,134.75,135.25,130.55,131.85,132.26,393478,1191,52043115,225401,57.28,4.7,-2.9
22-08-2019,131.05,131.55,126.35,126.95,128.95,201396,2007,25970593,34439,17.1,5.2,-4.1
23-08-2019,126,132.05,123.05,131.2,128.4,372289,2361,47803702,45691,12.27,9,5.2
26-08-2019,132.1,135.95,128.5,135.1,133.03,314726,3115,41866812,38025,12.08,7.45,3
27-08-2019,135.55,138.15,133.8,137.1,136.2,249130,1727,33932020,34451,13.83,4.35,1.55
28-08-2019,136.85,137,132.2,135.45,134.79,361183,1473,48683852,111520,30.88,4.8,-1.4
29-08-2019,138,138.25,130.4,132.4,133.21,325239,1870,43324095,66706,20.51,7.85,-5.6
30-08-2019,132.5,138.25,132.45,137.45,136.11,506068,2983,68881831,63927,12.63,5.8,4.95
03-09-2019,135,136.85,133.1,134.65,135.08,266279,1160,35969813,116429,43.72,3.75,-0.35
04-09-2019,133.9,135.5,130.7,134.8,133.32,482305,2981,64303314,84367,17.49,4.8,0.9
05-09-2019,135,138.5,133.5,135.55,135.67,904185,3357,122670908,92297,10.21,5,0.55
06-09-2019,137,138.45,135.05,137.9,136.74,438602,1813,59973391,49321,11.24,3.4,0.9
09-09-2019,137.5,141.6,136.35,140.7,140,564194,2203,78988700,164828,29.21,5.25,3.2
11-09-2019,139.95,144.85,139.9,143.9,142.99,550192,1875,78670758,184348,33.51,4.95,3.95
12-09-2019,144.9,146.2,142.1,143.1,143.56,573536,2620,82334844,41129,7.17,4.1,-1.8
13-09-2019,143.3,146.9,140.6,145.9,144.32,778783,2648,112396816,293815,37.73,6.3,2.6
16-09-2019,144.6,147.05,143.5,145.75,145.52,626819,1797,91214297,177342,28.29,3.55,1.15
17-09-2019,145.95,147.8,142.4,143.7,144.93,453647,1917,65748756,46089,10.16,5.4,-2.25
18-09-2019,144.6,145.8,142.2,144,144.17,296954,1272,42811812,40581,13.67,3.6,-0.6
19-09-2019,144.1,144.1,140.75,142.4,142.44,263181,874,37487283,154053,58.54,3.35,-1.7
20-09-2019,143,152.05,141.35,149.2,147.74,1651493,3751,243991155,891180,53.96,10.7,6.2
23-09-2019,153,153.25,147.7,152.55,150.56,916721,3563,138024276,67933,7.41,5.55,-0.45
24-09-2019,151.15,152.9,145.55,148.05,148.64,955629,4098,142041117,165076,17.27,7.35,-3.1
25-09-2019,150.2,151,145.55,147.5,148.35,586453,4586,86999691,54977,9.37,5.45,-2.7
26-09-2019,148.6,155.7,146.75,152.9,152.12,725762,4222,110402011,150908,20.79,8.95,4.3
27-09-2019,152,152.55,147.3,149.3,149.54,618150,2745,92440171,58394,9.45,5.25,-2.7
30-09-2019,149,149.4,143.85,145.8,146.01,486531,1908,71036678,71646,14.73,5.55,-3.2
01-10-2019,146,147.6,140.6,143.65,144.14,258412,1431,37248321,23787,9.2,7,-2.35
03-10-2019,142.25,145,141.4,143.4,143.31,444615,1895,63716153,56505,12.71,3.6,1.15
04-10-2019,144.4,144.8,137.5,140.2,141.86,439424,1224,62336550,143942,32.76,7.3,-4.2
07-10-2019,139,140,135.25,135.65,137.14,282513,1171,38745185,56445,19.98,4.75,-3.35
09-10-2019,136,139.6,134.2,138.95,137.74,450364,1433,62033861,182477,40.52,5.4,2.95
10-10-2019,137.9,139,135.35,137.5,137.32,404451,1354,55540738,47236,11.68,3.65,-0.4
11-10-2019,137.7,138.8,134.55,136.9,137.11,268496,1103,36813019,27505,10.24,4.25,-0.8
14-10-2019,138,151.1,137,147.3,145.14,972623,4499,141169435,91823,9.44,14.1,9.3
15-10-2019,148,155.9,146.7,155.05,152.45,973843,6460,148461283,125011,12.84,9.2,7.05
16-10-2019,155,161.35,154.55,160.2,158.54,652323,5616,103420573,73736,11.3,6.8,5.2
17-10-2019,158.5,165.15,157.65,162.6,160.99,412073,2789,66337572,64481,15.65,7.5,4.1
18-10-2019,172.5,175.8,165.2,175.2,171.68,1588003,6758,272623701,559888,35.26,10.6,2.7
22-10-2019,175,180.25,173.65,178.55,177.94,603042,3305,107304006,68319,11.33,6.6,3.55
23-10-2019,178,178.45,172.45,176.3,175.6,285324,2167,50101879,37429,13.12,6,-1.7
24-10-2019,175.5,180,173.95,179.05,177.16,582787,2410,103248297,46260,7.94,6.05,3.55
25-10-2019,179.1,183.7,177.45,180.8,181.07,474471,3233,85912734,55360,11.67,6.25,1.7
27-10-2019,182.5,184.05,181.6,183.4,183.08,73188,514,13398933,25688,35.1,2.45,0.9
29-10-2019,184,196.9,182.6,195.2,190.15,724573,4116,137779404,80810,11.15,14.3,11.2
30-10-2019,195,197.3,192.3,195.4,195.11,364090,2058,71036043,44673,12.27,5,0.4
31-10-2019,197.5,201.15,196,199.25,199.05,861727,3196,171522872,297730,34.55,5.15,1.75
01-11-2019,199,202.4,196.6,200.4,199.14,730436,2077,145455708,292845,40.09,5.8,1.4
04-11-2019,200.1,203.8,198.35,200.6,200.88,655329,1958,131642386,338948,51.72,5.45,0.5
05-11-2019,200,201.6,197.75,200.4,200.01,850952,2388,170197966,184770,21.71,3.85,0.4
06-11-2019,199.05,209.65,198.8,207.5,204.98,685469,3644,140505552,84020,12.26,10.85,8.45
07-11-2019,207.2,210.35,205.5,209.1,208.15,599899,2374,124868772,97308,16.22,4.85,1.9
08-11-2019,209.4,211.9,206.2,208.35,209.14,1205854,3321,252198088,263881,21.88,5.7,-1.05
11-11-2019,207.8,212.2,206.5,210.9,209.26,309101,1908,64682618,43738,14.15,5.7,3.1
13-11-2019,206.5,210.7,194.35,198.2,199.33,1194645,5143,238133778,230981,19.33,16.35,-8.3
14-11-2019,197.5,203.25,194,201.95,200.69,844195,2684,169421555,227082,26.9,9.25,4.45
15-11-2019,202.2,205,200.95,203.45,203.32,822802,2126,167290719,314046,38.17,4.05,1.25
18-11-2019,205.7,205.7,200.5,201.2,203.59,217856,1193,44352510,36009,16.53,5.2,-4.5
19-11-2019,202,202.4,196.4,199.75,199.88,494945,2574,98928942,44011,8.89,6,-2.25
20-11-2019,198.2,207.35,198.2,205.8,203.99,736205,2776,150179778,235334,31.97,9.15,7.6
21-11-2019,205.8,208.95,202,205.55,206.11,689585,2802,142129762,279475,40.53,6.95,-0.25
22-11-2019,203.2,206.55,200.1,203.6,203.55,705210,2499,143548793,337038,47.79,6.45,0.4
25-11-2019,202.35,216.15,202.35,215.2,209.66,1123029,6007,235457128,107248,9.55,13.8,12.85
26-11-2019,215.7,217.7,207.2,210.45,211.8,619885,4154,131290542,56334,9.09,10.5,-5.25
27-11-2019,208,215.1,208,213.75,213.04,699779,3073,149083810,316634,45.25,7.1,5.75
28-11-2019,213.2,216.25,210.7,213.2,213.91,744054,3644,159164241,201493,27.08,5.55,0
29-11-2019,214.8,221.4,211.65,214.75,217.42,1081152,6798,235067477,279350,25.84,9.75,-0.05
02-12-2019,213,213.75,206.1,208.85,209.7,387094,2708,81175209,40388,10.43,7.65,-4.15
03-12-2019,208.8,209.9,203.7,207.7,206.8,420030,2235,86861578,124050,29.53,6.2,-1.1
04-12-2019,206.3,213.5,205,212,209.81,269544,2372,56553866,30209,11.21,8.5,5.7
05-12-2019,214,214.05,207.4,208.2,209.69,246224,2322,51631026,38804,15.76,6.65,-5.8
06-12-2019,209.9,210.15,205.15,206.4,207.05,234082,1375,48466229,75656,32.32,5,-3.5
09-12-2019,205.9,209.6,202.5,207.45,206.72,227531,1403,47035820,21598,9.49,7.1,1.55
10-12-2019,207.45,208.1,203.35,204,205.6,202459,1207,41625815,26862,13.27,4.75,-3.45
11-12-2019,204,207.75,202.8,206.15,205.12,409482,1919,83991603,43378,10.59,4.95,2.15
12-12-2019,206.4,212.3,206.4,211.15,210.52,465632,1864,98023214,312027,67.01,5.9,4.75
13-12-2019,211,213,208.55,212.15,211.26,185887,1553,39271276,32972,17.74,4.45,1.15
16-12-2019,212.25,213.25,209.5,210.15,211.31,198665,1297,41979793,30444,15.32,3.75,-2.1
17-12-2019,211,213.05,210,211.1,210.46,471209,1276,99169457,284143,60.3,3.05,0.1
18-12-2019,212.9,212.9,205.75,208,208.11,231841,1719,48248440,38744,16.71,7.15,-4.9
19-12-2019,207.55,211.1,206.65,210.45,209.46,378951,1515,79375114,163160,43.06,4.45,2.9
20-12-2019,212,220.65,209.75,218.45,216.57,786648,3806,170364671,326450,41.5,10.9,6.45
23-12-2019,218.45,220.7,212.35,214.45,216.54,269504,2098,58357561,40713,15.11,8.35,-4
24-12-2019,214.95,216.95,207.65,208.8,212.48,288721,1864,61346702,66721,23.11,9.3,-6.15
26-12-2019,209.4,211,205.6,208.8,208.15,338436,1931,70446226,106381,31.43,5.4,-0.6
27-12-2019,210.35,211.1,207.1,209,209.28,155278,1183,32497223,37426,24.1,4,-1.35
30-12-2019,210,211.5,208.1,208.75,209.86,145315,787,30495188,42140,29,3.4,-1.25
31-12-2019,209,210.65,207.6,207.95,208.33,286705,1139,59728335,170973,59.63,3.05,-1.05
01-01-2020,208,211,206.9,207.85,208.11,154609,1386,32174989,28807,18.63,4.1,-0.15
02-01-2020,209,213.1,207.45,211.15,211.02,313077,2732,66064632,55357,17.68,5.65,2.15
03-01-2020,211,212.3,205.9,207.85,208.35,288232,1915,60053111,70134,24.33,6.4,-3.15
06-01-2020,207.05,207.75,197.8,199.55,200.97,388206,3073,78017446,83242,21.44,9.95,-7.5
07-01-2020,201,205.3,200.85,204.05,203.46,179530,1594,36527267,32687,18.21,4.45,3.05
08-01-2020,202,203.45,194.65,201.55,199.57,433569,3495,86527827,37975,8.76,8.8,-0.45
09-01-2020,202.95,208.8,202.55,207.8,205.67,285465,2091,58711807,40254,14.1,6.25,4.85
10-01-2020,207.15,211.5,205.8,208.7,208.45,257640,2202,53706332,57405,22.28,5.7,1.55
13-01-2020,213,216.2,209.75,213.5,213.54,291070,2463,62154272,31134,10.7,6.45,0.5
14-01-2020,215.5,215.5,211.9,214.15,213.91,159686,1496,34158696,33988,21.28,3.6,-1.35
15-01-2020,215.15,217.5,212.7,216.55,215.39,88460,1201,19053005,14996,16.95,4.8,1.4
16-01-2020,217.95,222.5,217.65,219.95,220.16,285673,2676,62893883,52924,18.53,4.85,2
17-01-2020,215,229.25,213.5,228.35,223.55,549030,5853,122733058,81156,14.78,15.75,13.35
20-01-2020,230,232,224.3,226.45,227.37,383603,3529,87221422,56723,14.79,7.7,-3.55
21-01-2020,228.2,228.2,220.5,224.3,224.17,229664,2403,51483596,27017,11.76,7.7,-3.9
22-01-2020,225,228.1,221.85,225.8,225.63,211089,2354,47627740,66475,31.49,6.25,0.8
23-01-2020,226.85,230.95,225.8,229.65,228.93,176925,1855,40502896,16830,9.51,5.15,2.8
24-01-2020,226.2,232,219.05,229.75,227.24,464227,5019,105492688,28180,6.07,12.95,3.55
27-01-2020,230,236.35,226.55,230.55,233.62,857985,3770,200440543,523109,60.97,9.8,0.55
28-01-2020,234,234.5,229.15,229.75,231.69,149408,1793,34616744,15324,10.26,5.35,-4.25
29-01-2020,232.65,238.15,231.5,232.5,234.56,216902,2338,50876327,17124,7.89,6.65,-0.15
30-01-2020,233.5,233.5,228.35,231.1,229.63,340375,1682,78161800,210654,61.89,5.15,-2.4
31-01-2020,235.6,235.6,227.35,229.5,231.37,212649,3600,49201395,27486,12.93,8.25,-6.1
01-02-2020,232.8,233.7,221,222.65,227.27,292585,2621,66495854,24762,8.46,12.7,-10.15
03-02-2020,218,224.45,215.7,220.95,220.8,182394,2730,40272116,23603,12.94,8.75,2.95
04-02-2020,224.85,227.1,222.8,225.4,225.31,124410,1672,28031061,14198,11.41,4.3,0.55
05-02-2020,226,239.05,222.65,236.25,230.89,712935,8281,164612020,54315,7.62,16.4,10.25
06-02-2020,238.45,243.6,234.15,236.45,238.72,916572,7094,218800711,247669,27.02,9.45,-2
07-02-2020,236.9,242,235.5,239.7,239.3,584876,4558,139963488,218737,37.4,6.5,2.8
10-02-2020,239.5,245.1,237.9,244.6,242.11,317674,3117,76911032,47697,15.01,7.2,5.1
11-02-2020,245.2,248.5,243.75,245.15,246.26,237356,1837,58451588,41144,17.33,4.75,-0.05
12-02-2020,246.05,251.35,245.2,249.8,249.09,288447,3657,71850500,25614,8.88,6.15,3.75
13-02-2020,250,252.75,248.25,251.45,250.78,155445,2625,38982516,13422,8.63,4.5,1.45
14-02-2020,252.95,258.5,252.65,256.25,255.91,291768,2812,74665004,21231,7.28,5.85,3.3
17-02-2020,257,257.35,251.65,252.55,254.95,131834,1209,33611174,17129,12.99,5.7,-4.45
18-02-2020,251.8,251.85,245.4,249.4,248.65,214082,1619,53231633,83974,39.23,6.45,-2.4
19-02-2020,253.8,255.5,250.2,254.05,253.1,145802,1723,36903108,19736,13.54,5.3,0.25
20-02-2020,253.6,261.1,252.85,257.5,257.28,533310,2803,137208965,313766,58.83,8.25,3.9
24-02-2020,255,255.9,244.2,247.9,249.26,382702,2459,95393398,211589,55.29,11.7,-7.1
25-02-2020,249,251.5,242.5,246.15,246.73,425727,2097,105038142,231773,54.44,9,-2.85
26-02-2020,243,246.25,241,242.7,244.49,437407,3788,106942294,101738,23.26,5.25,-0.3
27-02-2020,242.8,242.8,232.2,233.9,237.61,546748,4092,129910191,147692,27.01,10.6,-8.9
28-02-2020,215,226.5,215,218.5,220.78,294425,2179,65002746,72794,24.72,11.5,3.5
02-03-2020,220,226.6,216.15,218.35,222.78,357746,3046,79699777,68650,19.19,10.45,-1.65
03-03-2020,221,227.35,219.85,224.3,223.42,493686,3277,110301175,166869,33.8,7.5,3.3
04-03-2020,226.05,226.75,213.7,219.85,219.53,1061517,5106,233038477,251057,23.65,13.05,-6.2
05-03-2020,220,226.8,219.45,221.9,223.06,587595,2159,131071507,145998,24.85,7.35,1.9
06-03-2020,215,216.8,207.55,214.5,212.83,364913,2767,77663913,35356,9.69,9.25,-0.5
09-03-2020,222,222,198,200,203.23,194897,1857,39609144,18136,9.31,24,-22
11-03-2020,196,204.9,192.25,195.45,199.37,585977,3319,116823598,45607,7.78,12.65,-0.55
12-03-2020,184,184,160.6,162.45,171.81,332512,3755,57127241,36157,10.87,23.4,-21.55
13-03-2020,147,161.35,130.05,148.55,150.22,554083,5428,83236596,86034,15.53,31.3,1.55
16-03-2020,144.7,144.7,132,134.6,139.23,943382,6827,131349242,152554,16.17,12.7,-10.1
17-03-2020,134,140.4,130.8,133.3,135.61,616924,5914,83658743,60603,9.82,9.6,-0.7
18-03-2020,135.8,136.85,127.75,130.1,131.39,440869,3883,57924067,18444,4.18,9.1,-5.7
19-03-2020,128,132.9,118,128.95,124.76,354211,3755,44191071,35481,10.02,14.9,0.95
20-03-2020,131,141.45,128.7,137.2,135.33,297421,3016,40249151,25151,8.46,12.75,6.2
23-03-2020,129,135.4,118.2,123.35,126.8,557391,6282,70677133,39324,7.06,17.2,-5.65
24-03-2020,132,132.85,116.25,129.35,125.19,415398,5564,52003925,19147,4.61,16.6,-2.65
25-03-2020,127,134.5,125.2,132.6,129.72,506184,5976,65660742,26802,5.29,9.3,5.6
26-03-2020,134.35,151.75,132.5,140.6,141.59,465212,5575,65870228,44334,9.53,19.25,6.25
27-03-2020,142.5,151,126.55,128.05,138.8,373680,3966,51865710,52367,14.01,24.45,-14.45
30-03-2020,127,129.6,121.15,128.8,126.9,160677,1593,20390341,20432,12.72,8.45,1.8
31-03-2020,128.5,138.3,128.5,137.55,133.7,160101,1560,21405513,17870,11.16,9.8,9.05
01-04-2020,144,144,131.9,134,134.67,130386,1888,17559410,21481,16.47,12.1,-10
03-04-2020,133.85,133.85,128.1,129.05,129.63,119977,1371,15552323,25278,21.07,5.75,-4.8
07-04-2020,132,141.45,131.65,137.9,136.3,172588,2139,23522990,23535,13.64,9.8,5.9
08-04-2020,137.9,147,135,138.2,140.81,232697,3132,32765228,18025,7.75,12,0.3
09-04-2020,142,146.15,140.4,142.35,142.93,161535,2317,23087466,15044,9.31,5.75,0.35
13-04-2020,142.85,149.3,136.7,145.75,141.69,166702,2189,23620279,15814,9.49,12.6,2.9
