Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
09-01-2020,1537.25,1549.8,1531.85,1547.95,1542.18,258014,16829,397903331,97091,37.63,17.95,10.7
10-01-2020,1550,1557.75,1540.1,1547.7,1549.55,192674,10621,298557372,66366,34.44,17.65,-2.3
13-01-2020,1547,1558.5,1538.65,1543.45,1548.75,228910,7469,354525288,97350,42.53,19.85,-3.55
14-01-2020,1542.45,1550.5,1522.7,1529.05,1533.81,297378,9529,456122192,132431,44.53,27.8,-13.4
15-01-2020,1538.5,1540.45,1519,1524,1525.36,226773,10379,345910182,83040,36.62,21.45,-14.5
16-01-2020,1529.05,1543,1528.5,1537.7,1533.62,387746,10281,594654222,242741,62.6,14.5,8.65
17-01-2020,1551.15,1584.8,1551.15,1580.65,1573.9,617437,17615,971781026,310736,50.33,33.65,29.5
20-01-2020,1608.05,1609.5,1527,1532,1559.59,651336,24647,1015814491,234689,36.03,82.5,-76.05
21-01-2020,1529.7,1545.95,1523,1533.95,1534.88,322191,15146,494525122,94169,29.23,22.95,4.25
22-01-2020,1540.55,1546.7,1530.9,1533.1,1537.88,199109,6986,306206234,77833,39.09,15.8,-7.45
23-01-2020,1538.4,1541.55,1521,1527,1528.87,196625,9843,300614769,70752,35.98,20.55,-11.4
24-01-2020,1528,1536.45,1518.65,1521.7,1526.63,320326,8813,489019082,160885,50.23,17.8,-6.3
27-01-2020,1515.05,1524.35,1505,1506.6,1513.22,190617,7729,288446219,66229,34.74,19.35,-8.45
28-01-2020,1507.05,1510.45,1464.2,1471.35,1485.45,379788,18564,564156519,151813,39.97,46.25,-35.7
29-01-2020,1476,1494.45,1465,1479.7,1477.33,358385,15942,529451334,83495,23.3,29.45,3.7
30-01-2020,1483.95,1483.95,1440,1442.5,1452.72,297588,16349,432313349,110623,37.17,43.95,-41.45
31-01-2020,1451,1454.25,1407.45,1411.7,1425.53,489214,17415,697391314,149734,30.61,46.8,-39.3
01-02-2020,1406.95,1427,1371.1,1383.3,1404.34,551047,20491,773856618,138610,25.15,55.9,-23.65
03-02-2020,1372,1399,1363.5,1385.85,1381.28,471210,19914,650873883,147458,31.29,35.5,13.85
04-02-2020,1398,1431.85,1397.9,1425.85,1416.98,763029,17425,1081197469,504660,66.14,33.95,27.85
05-02-2020,1434,1452.3,1430.2,1448.05,1442.08,393828,18302,567930047,165899,42.12,22.1,14.05
06-02-2020,1453,1466.45,1440.2,1457.65,1451.15,337256,10654,489410543,113551,33.67,26.25,4.65
07-02-2020,1452.8,1452.8,1428.5,1433.75,1436.75,195994,6740,281595006,71509,36.49,24.3,-19.05
10-02-2020,1430,1445.6,1411.05,1436.75,1423.39,218657,8682,311233353,80431,36.78,34.55,6.75
11-02-2020,1445.75,1465.65,1445.05,1452.6,1458.32,350733,12419,511481096,197932,56.43,20.6,6.85
12-02-2020,1457.95,1474,1456,1470,1464.29,286312,15551,419244200,152838,53.38,18,12.05
13-02-2020,1479.7,1479.7,1462.7,1473.95,1472.58,1202598,9457,1770925435,1015578,84.45,17,-5.75
14-02-2020,1477.85,1501,1453.3,1486.65,1482.51,714475,21716,1059213094,249446,34.91,47.7,8.8
17-02-2020,1490,1506,1474.65,1478.4,1483.91,517807,16979,768381256,335268,64.75,31.35,-11.6
18-02-2020,1479,1479,1458,1466.1,1464.59,370782,11133,543044546,235047,63.39,21,-12.9
19-02-2020,1475.55,1506.5,1475.55,1504.2,1497.65,291146,14476,436034862,108067,37.12,30.95,28.65
20-02-2020,1498.7,1507.95,1483.45,1485.5,1490.28,1511993,11369,2253296946,1394070,92.2,24.5,-13.2
24-02-2020,1477,1477,1439.6,1444.85,1464.35,400408,18963,586336989,226798,56.64,37.4,-32.15
25-02-2020,1450,1451.4,1410,1416.3,1431.18,308343,14319,441295505,76513,24.81,41.4,-33.7
26-02-2020,1412.1,1415,1387.25,1391.4,1399.08,268292,12775,375362180,84981,31.67,27.75,-20.7
27-02-2020,1390,1393.95,1369.6,1385.8,1380.67,346398,13368,478262390,81152,23.43,24.35,-4.2
28-02-2020,1358.8,1358.8,1325,1328.65,1340.97,391034,28830,524366033,154681,39.56,33.8,-30.15
02-03-2020,1358.4,1368.75,1303.5,1314.85,1344.56,356961,20892,479954989,129857,36.38,65.25,-43.55
03-03-2020,1330,1353.35,1321.8,1343.65,1337.44,451859,20053,604335450,105549,23.36,31.55,13.65
04-03-2020,1350.25,1353,1308.1,1339.15,1336.32,1691316,16628,2260143909,1458142,86.21,44.9,-11.1
05-03-2020,1350,1358.35,1306,1311.5,1325.28,424590,21169,562700414,143985,33.91,52.35,-38.5
06-03-2020,1276,1288.35,1241.6,1270.05,1272.38,2582956,38958,3286497925,2336241,90.45,46.75,-5.95
09-03-2020,1245,1245,1094.95,1113.15,1140.78,1678154,73147,1914400216,653572,38.95,150.05,-131.85
